tik_codigo,descripcion,propietario,categoria,ans,nombre_cliente,Linea_Negocio,new_category,new_descripcion
TIK8771,Se requiere saber quien creo el Auto AUT15322,1049609975,0- No definido,ND,CAR de Boyacá,Geoambiental,Otros,requiere saber creo auto aut15322
TIK8869,"Solicito amablemente realizar el cargue de operarios en VALLE para el mes de Agosto  al finalizar solicito amablemente cerrar las HREC.  
",1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente realizar cargue operarios valle mes agosto finalizar solicito amablemente cerrar rec
TIK8870,adjunto cargue de ciclos en Pasto.,1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,adjunto cargue ciclos pasto
TIK8875,Generar script para exportar los archivos de autos y resoluciones que se encuentran como archivos blob en la base de datos.,16079538,0- No definido,ND,CAR de Caldas - Corpocaldas,Geoambiental,Otros,generar script exportar archivos autos resoluciones encuentran archivos blob base datos
TIK9767,solicito su colaboración para eliminar los siguientes tickets de combustible en Cucuta,1053830949,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito colaboración eliminar siguientes tickets combustible cicuta
TIK9865,"Agradezco realizar la reasignación de la OT_1125978 al nivel de tensión MT, dejándola disponible para asignar al gestionador",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,agradezco realizar reasignación ot_1125978 nivel tension mt dejandola disponible asignar gestionado
TIK8919,Informe de Soporte y Mantenimiento Corpocaldas Agosto 2020,75107519,0- No definido,ND,CAR de Caldas - Corpocaldas,Geoambiental,Otros,informe soporte mantenimiento corpocaldas agosto
TIK8882,Por favor enviar el listado de ordenes de trabajo no programado que han sido devueltas desde el 01/03/2020 hasta la fecha del usuario 80278169 Mauricio Alvarez Olaya.,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,favor enviar listado ordenes trabajo programado sido devueltas fecha usuario mauricio alvarez playa
TIK8872,"Están son todas las rutas que no cargaron, quedamos atentos:

Ruta: 469, Vehículo: TJX866. Conductor: JHONNY LUGO. Ayudante: (-),

Ruta: 1066, Vehículo: SOI103. Conductor: YESID MORALES . Ayudante: (N/A),

Ruta: 371, Vehículo: VMU158. Conductor: EVER ENRIQUE VILLEGAS GUTIERREZ. Ayudante: (-),

Ruta: 372, Vehículo: WHV038. Conductor: EDWARS HERNEY LOPEZ ESTUPIÑAN. Ayudante: (-),

Ruta: 1333, Vehículo: ZNN370. Conductor: JHON GUTIERREZ. Ayudante: (N/A),

Ruta: 1332, Vehículo: ZNN371. Conductor: JESUS DAVID CELIZ CASTILLO . Ayudante: (N/A),

Ruta: 1331, Vehículo: ETK250. Conductor: DUVAN MINA. Ayudante: (N/A),

Ruta: 375, Vehículo: ZAP597. Conductor: JHON FREDY GUTIERRES. Ayudante: (0)",1004521241,Calculo erroneo en formulario,NCB,Veolia (antiguo Grupo Sala),Geoaseo,Formulario,estan todas rutas cargaron quedamos atentos ruta vehiculo tjx866 conductor jhonny lugo ayudante ruta vehiculo soi103 conductor venid morales ayudante n ruta vehiculo vmu158 conductor ever enrique llegas gutierrez ayudante ruta vehiculo whv038 conductor edwars here lopez estupida ayudante ruta vehiculo znn370 conductor jhon gutierrez ayudante n ruta vehiculo znn371 conductor jesus david feliz castillo ayudante n ruta vehiculo etk250 conductor duran mina ayudante n ruta vehiculo zap597 conductor jhon fredy entierres ayudante
TIK8880,Su gran ayuda por favor con la eliminación de la OT_1135883,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,gran ayuda favor eliminación ot_1135883
TIK8843,"Amablemente solicito de su colaboración para solucionar el siguiente inconveniente:
Al momento de validar las fotografías del trafo 18927TR1 estas no se pueden visualizar en post proceso.
Se realiza la validación en terreno y las fotografías si están cargadas en el trafo como se evidencia en las imágenes enviadas.
Se adjunta registro fotográfico de la OT en archivo .zip
",1053860140,Faltan datos en un reporte,NCC,Codensa,Geolumina,Reporte,amablemente solicito colaboración solucionar siguiente inconveniente momento validar fotografias trato try pueden visualizar post proceso realiza validación terreno fotografias si estan cargadas trato evidencia imagenes enviadas adjunta registro fotografico ot archivo zip
TIK8793,Se requiere conocer que usuario creó cada uno de los expedientes del modulo sancionatorio del año 2020,1049609975,0- No definido,ND,CAR de Boyacá,Geoambiental,Otros,requiere conocer usuario creo cada expedientes modulo sancionatorio año
TIK9400,"Filtro de Muestra, al realizar algún filtro en la lista de muestra no se realiza la búsqueda",1053860140,No busca ni filtra en formulario,NCD,Codensa,Geolumina,Formulario,filtro muestra realizar algun filtro lista muestra realiza busqueda
TIK8881,"CONSULTA DE GEOASEO-IMPORTANTE
las horas mal calculadas de los vehículos de Panama",1053830949,Calculo erroneo en formulario,NCB,Veolia (antiguo Grupo Sala),Geoaseo,Formulario,consulta gaseo importante horas mal calculadas vehiculos panama
TIK8883,"Modificar el perfil del usuario de Geolumina para el CO1016030060 SERGIO BARRERA CORTES, con el fin de que pueda consultar OT puntuales de AIT, él ya puede extraer consultas masivas.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,modificar perfil usuario geolumina co1016030060 sergio barrera cortes fin pueda consultar ot puntuales it puede extraer consultas masivas
TIK8885,"Se solicita muy amablemente crear un nuevo código Área de servicio rural para el municipio de Guática en la operación de Emas Caldas la cual se nombre de la siguiente manera:

EMGU02",1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicita amablemente crear nuevo codigo area servicio rural municipio gatica operación esas celdas nombre siguiente manera emgu02
TIK8884,"De manera muy amable solicito eliminar los tickets de combustible del adjunto TICKETS DE COMBUSTIBLE A ELIMINAR AGOSTO VEOLIA ORIENTE, para posteriormente ingresar los tickets de combustible del adjunto CARGUE MASIVO DE COMBUSTIBLE VEOLIA ORIENTE AGOSTO 2020 de la operación de Veolia Oriente. ",1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,manera amable solicito eliminar tickets combustible adjunto tickets combustible eliminar agosto verla oriente posteriormente ingresar tickets combustible adjunto cargue masivo combustible verla oriente agosto operación verla oriente
TIK8886,Solicito amablemente por favor eliminar los operarios de las rutas de barrido asignadas al supervisor DIEGO MAURICIO GUERRERO ARROYO y agregarle los nuevos adjuntados en el excel. ,1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente favor eliminar operarios rutas barrido asignadas supervisor diego mauricio guerrero arroyo agregarle nuevos adjuntado excel
TIK8887,"Buenos dias, me puedes hacer un favor de abrirme unas hojas por favor: 
HREC_167076
HREC_166882
HREC_166927
HREC_167453
HREC_167640
HREC_167094
HREC_167134
HREC_167366
HREC_167103
HREC_167049
HREC_167245
HREC_167252
HREC_167596
HREC_167351
HREC_167606
HREC_167202
HREC_167445
HREC_167615
HREC_167093
HREC_167538
HREC_166804
HREC_166808
HREC_166980
HREC_167136
HREC_167292
HREC_167419
HREC_167458
HREC_167600
HREC_167638
HREC_167780
HREC_167750
HREC_167175
HREC_167520
HREC_167385
HREC_167628
HREC_167595
HREC_167256
HREC_167362
HREC_167199
HREC_167200
HREC_167754
HREC_167479
HREC_167762
HREC_167491
HREC_167152
HREC_167463
HREC_167343
HREC_167449
HREC_167765
HREC_167493
HREC_167523
HREC_167732
HREC_166809
HREC_166797
HREC_166841
HREC_166905
HREC_166982
HREC_166991
HREC_167128
HREC_167168
HREC_167246
HREC_167444
HREC_167461
HREC_167308
HREC_167488
HREC_167513
HREC_167157
HREC_167435
HREC_166755
HREC_166942
HREC_166944
HREC_167092
HREC_167251
HREC_167353
HREC_167416
HREC_167637
HREC_167634
HREC_167633
HREC_167132
HREC_167768
HREC_167482
HREC_167282
HREC_167594
HREC_167526
HREC_167534
HREC_167464
HREC_167731
HREC_167323
HREC_167598
HREC_167528
HREC_167224
HREC_167763
HREC_167349
HREC_167097
HREC_167496
HREC_167733
HREC_167138
HREC_167446
HREC_167467
HREC_167632
HREC_167728
HREC_167304
HREC_167756
HREC_167510
HREC_167079",1004521241,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,buenos dias puedes hacer favor abrirme unas hojas favor hrec_167076 hrec_166882 hrec_166927 hrec_167453 hrec_167640 hrec_167094 hrec_167134 hrec_167366 hrec_167103 hrec_167049 hrec_167245 hrec_167252 hrec_167596 hrec_167351 hrec_167606 hrec_167202 hrec_167445 hrec_167615 hrec_167093 hrec_167538 hrec_166804 hrec_166808 hrec_166980 hrec_167136 hrec_167292 hrec_167419 hrec_167458 hrec_167600 hrec_167638 hrec_167780 hrec_167750 hrec_167175 hrec_167520 hrec_167385 hrec_167628 hrec_167595 hrec_167256 hrec_167362 hrec_167199 hrec_167200 hrec_167754 hrec_167479 hrec_167762 hrec_167491 hrec_167152 hrec_167463 hrec_167343 hrec_167449 hrec_167765 hrec_167493 hrec_167523 hrec_167732 hrec_166809 hrec_166797 hrec_166841 hrec_166905 hrec_166982 hrec_166991 hrec_167128 hrec_167168 hrec_167246 hrec_167444 hrec_167461 hrec_167308 hrec_167488 hrec_167513 hrec_167157 hrec_167435 hrec_166755 hrec_166942 hrec_166944 hrec_167092 hrec_167251 hrec_167353 hrec_167416 hrec_167637 hrec_167634 hrec_167633 hrec_167132 hrec_167768 hrec_167482 hrec_167282 hrec_167594 hrec_167526 hrec_167534 hrec_167464 hrec_167731 hrec_167323 hrec_167598 hrec_167528 hrec_167224 hrec_167763 hrec_167349 hrec_167097 hrec_167496 hrec_167733 hrec_167138 hrec_167446 hrec_167467 hrec_167632 hrec_167728 hrec_167304 hrec_167756 hrec_167510 hrec_167079
TIK8889,"La OT_1135185 se devolvió el día 25 de agosto, pero en el estado de devolución NO aparece Devuelta como se ve en la imagen, revisando internamente, no aparece respuesta del solicitante ni fecha de respuesta. ya estaría para cierre por falta de respuesta del solicitante.",1053860140,Faltan datos en un reporte,NCC,Codensa,Geolumina,Reporte,ot_1135185 devolvio dia agosto devolución aparece devuelta ve imagen revisando internamente aparece respuesta solicitante fecha respuesta estaria cierre falta respuesta solicitante
TIK8968,búsqueda de servicio DIVISION_PREDIALL_MUNICIPIOS,24343554,1- Nuevo requerimiento,NR,TNC - The nature Conservancy,Geoambiental,Nuevo requerimiento,busqueda servicio division_prediall_municipios
TIK8910,"De manera muy amable solicito eliminar los tickets de combustible del adjunto para la operación de Veolia oriente,
",1053830949,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,manera amable solicito eliminar tickets combustible adjunto operación verla oriente
TIK8908,"Se requiere verificar nuevamente quien creo lo siguientes expedientes OOCQ-00006-20, OOCQ-00007-20, OOCQ-00013-20, OOCQ-00014-20, OOCQ-00016-20, OOCQ-00032-20, OOCQ-00064-20, OOCQ-00001-20, OOCQ-00083-20

",1049609975,0- No definido,ND,CAR de Boyacá,Geoambiental,Otros,requiere verificar nuevamente creo siguientes expedientes poco poco poco poco poco poco poco poco poco
TIK8892,El reporte de cumplimiento de rutas se esta generando vacio para los meses de julio y agosto en cucuta,1004521241,Faltan datos en un reporte,NCC,Veolia (antiguo Grupo Sala),Geoaseo,Reporte,reporte cumplimiento rutas generando vacio meses julio agosto cicuta
TIK9846,Revisar unidades que ya fueron instalados los conectores para lecturas CAN Cartagena,1053831061,1- Nuevo requerimiento,NR,Veolia (antiguo Grupo Sala),Geoaseo,Nuevo requerimiento,revisar unidades instalados conectores lecturas can cartagena
TIK8900,"Revisión remota GPS Queclink que no transmite, con el cual están levanto rutas en Rioaseo.",1053831061,Configuración de equipos GPS,CON,Cartagueña de Aseo Total ESP,Geoaseo,GPS,revision remota gps quelling transmite estan levanto rutas rioaseo
TIK8894,Revisión 2 unidades Skypatrol,1053831061,1- Nuevo requerimiento,NR,INVAMA Instituto de Valorización de Manizales,Geolumina,Nuevo requerimiento,revision unidades skypatrol
TIK9500,"Asociar los siguientes gps a cucuta:
3118021--1605
2186929--21801
2186966--21803
3109918--7902
3118012--0219
3118004--1604
3109939--1403
2186893--22002",1059712201,Configuración de equipos GPS,CON,Veolia (antiguo Grupo Sala),Geoaseo,GPS,asociar siguientes gps cicuta 3118021 2186929 2186966 3109918 3118012 3118004 3109939 2186893
TIK8896,"Por favor inscribir al técnico William Toro Betancur  con cédula 10289635 en la lista de técnicos para poder conformar el grupo de trabajo.
",1053860140,Cambiar datos por BD,SS,INVAMA Instituto de Valorización de Manizales,Geolumina,Datos,favor inscribir tecnico william toro betancur cedula lista tecnicos poder conformar grupo trabajo
TIK8893,"Por favor revisar subsistema Reprogramar visita, no está cargando bien el listado de expediente lo que impide realizar algo.",30405169,No cargan los datos correctamente en la aplicación,NCC,CAR de Caldas - Corpocaldas,Geoambiental,App,favor revisar subsistema reprogramar visita cargando bien listado expediente impide realizar
TIK8895,Habilitar el tablero de control en el sistema de Invama,1053860140,Cambiar datos por BD,SS,INVAMA Instituto de Valorización de Manizales,Geolumina,Datos,habilitar tablero control sistema invada
TIK8933,"El usuario 75073175 Gonzalo tamayo parra esta presentando diferencias en la cantidad del material Bombillo Sodio 70w, en la tablet le muestra 9 y en el inventario 7",1053860140,Faltan datos en un reporte,NCC,INVAMA Instituto de Valorización de Manizales,Geolumina,Reporte,usuario gonzalo tamaño parra presentando diferencias cantidad material bombillo sodio w tablet muestra inventario
TIK8899,La persona de postproceso revisa la OT y una vez la corrige se envía al gestionador  sin embargop realizando la trazabilidad esta se devuelve al estado devuelta_cal.  Remito las identificadas  hasta el momento.,1053860140,Datos erroneos en reporte,SS,Codensa,Geolumina,Reporte,persona postproceso revisa ot vez corrige envia gestionado embargo realizando trazabilidad devuelve devuelta_cal remito identificadas momento
TIK8726,Migrar datos de predios y funcionarios a la plataforma nueva,75107519,0- No definido,ND,CAR de Boyacá,Geoambiental,Otros,migrar datos predios funcionarios plataforma nueva
TIK9501,Permiso para descargar las redes por base de datos.,1053860140,Cambiar datos por BD,SS,Llanogas,Geolumina,Datos,permiso descargar redes base datos
TIK8901,"Solicito por favor su colaboración, Geolumina no me permite ingresar, 52304817",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito favor colaboración geolumina permite ingresar
TIK8873,"Solicito por favor su colaboración con la OT_1135404, solo me habilita los siguientes baremos. Debo cerrarla con baremo 280.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito favor colaboración ot_1135404 solo habilita siguientes haremos debo cerrarla baremo
TIK8909,"Colocar por favor la etiqueta de punto físico (pun_fisico) a la capa de cámaras de MT 
MT Levantar Camaras",1058818488,1- Nuevo requerimiento,NR,Codensa,Geolumina,Nuevo requerimiento,colocar favor etiqueta punto fisico pun_fisico capa camaras mt mt levantar camaras
TIK8891,Informe invama ,1053771474,0- No definido,ND,INVAMA Instituto de Valorización de Manizales,Geolumina,Otros,informe invada
TIK8911,"Solicito amablemente realizar el cargue de ciclos de ciclos de  CUCUTA

Algunas de las HREC ya poseen ciclos en geoaseo, por lo cual se solicita primero eliminar los ciclos de dichas HREC y agregar los nuevos.

Al finalizar, solicito amablemente cerrar las HREC",1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente realizar cargue ciclos ciclos cicuta rec poseen ciclos gaseo solicita primero eliminar ciclos dichas rec agregar nuevos finalizar solicito amablemente cerrar rec
TIK8938,Se requiere el cargue de 1 expediente RECA-01416-19-RMC-003,1049609975,Carga de datos masiva,CD,CAR de Boyacá,Geoambiental,Datos,requiere cargue expediente roca rec
TIK9768,"De manera muy amable solicito modificar el Motivo de las inoperatividades de la operación de VEOLIA ORIENTE que se encuentran en el adjunto, ya que se encuentran mal clasificadas.",1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,manera amable solicito modificar motivo inoperatividades operación verla oriente encuentran adjunto encuentran mal clasificadas
TIK9852,Cargar shape de aprovechamientos forestales,1049609975,Carga de datos masiva,CD,CAR de Boyacá,Geoambiental,Datos,cargar shape aprovechamiento forestales
TIK9502,Casos de pruebas para modulo de barrido de Bioagricola del llano,1059712201,Implantación módulo o nueva funcionalidad,NR,Bioagrícola del Llano,Geoaseo,Funcionalidad,casos pruebas modulo barrido bioagricola llano
TIK1612,"Continuando con el tema retomado en la  OBSERVACIÓN 161  y lo conversado en la mesa de trabajo del 11 de Julio, adjunto la presentación en la que se define el esquema básico de calculo de la RESOLUCIÓN CREG 123 el cual fue explicado en dicha reunión. Tener presente que en este archivo hice las correcciones y aclaraciones respecto del uso del Balastos Dual, como calcular la carga total y los tipos de reportes que se utilizaran en el calculo.Por ultimo, los reportes que contienen mas de una luminaria se deben tratar con la potencia de la luminaria que se etiquete en el mismo, para la cantidad de luminarias que la cuadrilla digite en la tablet al momento de  atender la denuncia.",1053860140,Configuración de nuevo Reporte,NR,Dosquebradas Energía y Luz S.A,Geolumina,Reporte,continuando tema retomado observación conversado mesa trabajo julio adjunto presentación define esquema basico calculo resolución creo explicado dicha reunion tener presente archivo hice correcciones aclaraciones respecto uso balasto dual calcular carga total tipos reportes utilizaran calculo ultimo reportes contienen mas luminaria deben tratar potencia luminaria etiquete mismo cantidad luminarias cuadrilla digite tablet momento atender denuncia
TIK8920,"Por favor adicionar el campo observación denuncia en el reporte trabajos solicitados
Inv-n-reporte19",1053860140,Cambiar datos por BD,SS,INVAMA Instituto de Valorización de Manizales,Geolumina,Datos,favor adicionar campo observación denuncia reporte trabajos solicitados inv n reporte
TIK8922,"Agradezco la respectiva colaboración realizando el cambio de gestionador de la OT_1070189 de levantamiento de BT, el actual gestor Daniel Casteblanco se encuentra deshabilitado, por favor asignar orden al gestionador cristian Eduardo vera.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,agradezco respectiva colaboración realizando cambio gestionado ot_1070189 levantamiento bt actual gestor daniel castellano encuentra deshabilitado favor asignar orden gestionado cristian eduardo vera
TIK8912,Llenar reporte de cumplimiento,1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,llenar reporte cumplimiento
TIK8924,Configuración remota GPS para lecturas CAN y acompañamiento instalación ,1053831061,Configuración de equipos GPS,CON,Cartagueña de Aseo Total ESP,Geoaseo,GPS,configuración remota gps lecturas can acompañamiento instalación
TIK8443,"debemos implantar el sistema de pruebas de la nueva versión de Geoaseo en Veolia, para lo cual Lukas les indicará que deben copiarse para ser implantado alla. Geoaseo nuevo utiliza la versión 12, por tal motivo debemos instalar ese nuevo motor en veolia.",1053771474,0- No definido,ND,Veolia (antiguo Grupo Sala),Geoaseo,Otros,debemos implantar sistema pruebas nueva version gaseo verla lukas indicara deben copiarse ser implantado alla gaseo nuevo utiliza version tal motivo debemos instalar nuevo motor verla
TIK8927,"por medio de la presente solicito muy comedidamente me sea enviado certificado por el cual se de constancia de que el vehículo RETROEXCAVADORA con placas OFX 76B cuenta con equipo GPS, el cual es monitoreado mediante GEOASEO.",1053830949,Configuración de equipos GPS,CON,Sociedad aguas del norte antioqueno,Geoaseo,GPS,medio presente solicito comedidamente enviado certificado constancia vehiculo retroexcavadora placas of b cuenta equipo gps monitoreado mediante gaseo
TIK8665,"debemos enviar a Cesar y beatriz un archivo csv con la información de seguimiento histórico de Manizales para el mes de Julio 2020 y lo que llevamos de Agosto 2020 para todos los vehiculos.
Los nombres de las columnas deben ser legibles para ellos (como lo que enviaste de datalake), no el nombre de los campos de la tabla. No podemos enviar json, lo que esta dentro del json se debe sacar a columnas.Los que tienen CAN, se deben sacar en columnas, no se puede enviar en json.",1053771474,1- Nuevo requerimiento,NR,Veolia (antiguo Grupo Sala),Geoaseo,Nuevo requerimiento,debemos enviar cesar beatriz archivo csi información seguimiento historico maizales mes julio llevamos agosto vehiculos nombres columnas deben ser legibles enviaste datalake nombre campos tabla podemos enviar son dentro son debe sacar columnas can deben sacar columnas puede enviar son
TIK9562,"Agradezco crear el siguiente proyecto en el nivel de tensión AT para todos los módulos:
Proyecto: SE MT MT PANAGUA 34.5 13.2 KV
PEP: ECDAT190034QSCA2400N11
Cuenta: 00000000000
Nivel de tensión: AT",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,agradezco crear siguiente proyecto nivel tension at modulos proyecto mt mt paragua tv pep ecdat190034qsca2400n11 cuenta nivel tension at
TIK8931,Por favor me ayudan con el restablecimiento de la contraseña APP Geolumina que por intentos fallidos de la clave está en estado bloqueado.,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,favor ayudan restablecimiento contraseña app geolumina intentos fallidos clave bloqueado
TIK8932,"invama - postes, no está funcionando",24343554,1- Nuevo requerimiento,NR,INVAMA Instituto de Valorización de Manizales,Geolumina,Nuevo requerimiento,invada postes funcionando
TIK6836,"1. Cuando estemos trabajando en la nueva plataforma que la numeración de los autos y las resoluciones es única para toda la corporación, esto quiere decir, que debemos tener una especie de ""integración"" temporal entre las dos plataformas para no alterar dicha numeración, ya que, inicialmente solo vamos a trabajar dos trámites en la nueva plataforma.",1104703757,1- Nuevo requerimiento,NR,CAR de Caldas - Corpocaldas,Geoambiental,Nuevo requerimiento,1 trabajando nueva plataforma numeración autos resoluciones unica toda corporación quiere decir debemos tener especie integración temporal dos plataformas alterar dicha numeración inicialmente solo vamos trabajar dos tramites nueva plataforma
TIK8935,Verificar ruta que se cambio por el widget de seguimiento historico verificar si las rutas se reemplazan desde esos botones para deshailitarlos,1053830949,Datos erroneos en Visor,NCC,Veolia (antiguo Grupo Sala),Geoaseo,Visor,verificar ruta cambio midget seguimiento historico verificar si rutas reemplazan botones deshabilitarlo
TIK9677,Revisión de mejora en rendimiento reporte de actualización.,1058818488,Configuración de nuevo Reporte,NR,Codensa,Geolumina,Reporte,revision mejora rendimiento reporte actualización
TIK9520,Verificar el formulario de modificar hoja de recolección cerrada,1059712201,No carga un formulario,NCB,Acuaseo SA ESP,Geoaseo,Formulario,verificar formulario modificar hoja recolección cerrada
TIK9769,"Solicito de su amable colaboración proporcionando los archivos que se adjuntaron al momento de generar las OT informadas a continuación, puesto a que se intentaron consultar en Geolumina y al parecer fueron depurados:
ACTUALZIACION
OT_1098152
OT_1104342
OT_1106175
OT_1107300
OT_1110431
OT_1118904
OT_1119008
OT_1119065
OT_1121327
OT_1124358",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito amable colaboración proporcionando archivos juntaron momento generar ot informadas continuación puesto intentaron consultar geolumina parecer depurados actualización ot_1098152 ot_1104342 ot_1106175 ot_1107300 ot_1110431 ot_1118904 ot_1119008 ot_1119065 ot_1121327 ot_1124358
TIK9631,Verificar la capa de eventos y alarmas,1059712201,No funciona adecuadamente widget del visor,NCD,Acuaseo SA ESP,Geoaseo,Visor,verificar capa eventos alarmas
TIK8943,"Se requiere conocer que sucedió con la resolución de numero 2020-0403, no aparece en el sistema y se tiene conocimiento que fue creada y numerada",1049609975,Revisión de Consultas,SS,CAR de Boyacá,Geoambiental,Consultas,requiere conocer sucedio resolución numero aparece sistema conocimiento creada numerada
TIK8940,"Solicito amablemente realizar el cargue de ciclos de ciclos de  CALI

Algunas de las HREC ya poseen ciclos en geoaseo, por lo cual se solicita primero eliminar los ciclos de dichas HREC y agregar los nuevos.

Al finalizar, solicito amablemente cerrar las HREC",1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente realizar cargue ciclos ciclos cali rec poseen ciclos gaseo solicita primero eliminar ciclos dichas rec agregar nuevos finalizar solicito amablemente cerrar rec
TIK8939,Actualizar poligonos de las microrutas,1053830949,Cambiar datos por BD,SS,Cartagueña de Aseo Total ESP,Geoaseo,Datos,actualizar polígonos microrutas
TIK8941,"Solicito amablemente realizar el cargue de TICKETS de  CUCUTA

Algunas de las HRECs contienen Tickets, por tanto solicito amablemente NO eliminar ningún Ticket de las HRECs consignadas, solo insertar los nuevos.",1053830949,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente realizar cargue tickets cicuta eres contienen tickets solicito amablemente eliminar ningun ticket eres consignadas solo insertar nuevos
TIK8937,"Por favor nos colaboran revisando en el formulario de Luminaria que cargue la informacion correcta; El tipo Luminaria = 55 debería  decir RALED II Y solo dice  RALLED, (Llama el tipo incorrecto).
Favor revisar todas las referencias
Además hay algunas referencias que están apareciendo duplicadas en el sistema.
Cuando se descarga la información del  luminarias del SISTEMA, Aparecen referencias que son las mismas, pero solo les cambia un letra mayúscula o minúscula ello nos esta generando muchas dudas al tratar de analizar la información.",1053860140,Datos erroneos en reporte,NCC,Dosquebradas Energía y Luz S.A,Geolumina,Reporte,favor colaboran revisando formulario luminaria cargue información correcta tipo luminaria deberia decir ralea ii solo dice called llama tipo incorrecto favor revisar todas referencias ademas referencias estan apareciendo duplicadas sistema descarga información luminarias sistema aparecen referencias mismas solo cambia letra mayuscula minuscula ello generando muchas dudas tratar analizar información
TIK8944,"Cambiar solicitante, municipio y predio del expediente RECA-00006-19-RMC-002
Solicitante correcto: 9526154
Municipio predio: Aquitania
Ficha catastral: 150470002000000031588000000000",1049609975,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,cambiar solicitante municipio predio expediente roca rec solicitante correcto municipio predio quitaria ficha catastral
TIK8945,Buenos dias..la ruta 884 placa sny924...ya se cerró y se envio backup..pero aun no llegan las solicitudes q estan en verde,1004521241,No cargan los datos correctamente en la aplicación,NCC,Veolia (antiguo Grupo Sala),Geoaseo,App,buenos dias ruta placa sny924 cerro envio backup aun llegan solicitudes q estan verde
TIK8950,"Cuando se le asigna una luminaria a un reporte a través del formulario llamándola desde el campo respectivo, esta no trae el dato del barrio desde la primera vez. hay que hecer nuevo el proceso para que lo haga.",1053860140,No cargan los datos correctamente en la aplicación,NCC,Dosquebradas Energía y Luz S.A,Geolumina,App,asigna luminaria reporte traves formulario llamandola campo respectivo trae dato barrio primera vez hecer nuevo proceso haga
TIK5858,"Se ha presentado en repetidas ocasiones el bloqueo de usuarios, lo que impide el acceso al sistema, por favor organizar en la herramienta de usuario para que sea posible desbloquearlo desde allí.",30405169,1- Nuevo requerimiento,NR,CAR de Caldas - Corpocaldas,Geoambiental,Nuevo requerimiento,presentado repetidas ocasiones bloqueo usuarios impide acceso sistema favor organizar herramienta usuario posible desbloquearlo alli
TIK8948,No encienden las capas de agua en el visor,75107519,No cargan las capas en el visor,NCC,CAR de Bogotá,Geoambiental,Visor,encienden capas agua visor
TIK8947,Revisión facturación Veolia,1053831061,1- Nuevo requerimiento,NR,Veolia (antiguo Grupo Sala),Geoaseo,Nuevo requerimiento,revision facturación verla
TIK8946,Intento buscar y/o generar reportes al apoyo AP193802 y no busca...Pero si aparece el el formulario de apoyos.,1053860140,Faltan datos en un reporte,NCC,Dosquebradas Energía y Luz S.A,Geolumina,Reporte,intento buscar generar reportes apoyo ap193802 busca si aparece formulario apoyos
